,Tweet
412,@Karl_Lauterbach Halt die Fresse du mieser Panikmacher. #Lauterbachluegt
413,"@HoopyFruit @deichkind101 Leider ist ""Keine Ahnung &amp; große Fresse"" meist im Zusammenspiel mit ""viiiiiiel Meinung zu Themen die einen 0,Garnix angehen"" eher die Regel als die Ausnahme."
414,RT @bilalssk21: Es sollte normalisiert werden morgens die fresse zu halten
415,@slawoid @Karl_Lauterbach Meine Fresse. Wieviel Booster hast du schon weg?
416,@ImRoyalSociety @xCopperCoin @CSGO Du halt die fresse Lennart
417,"@Karl_Lauterbach jaja, wir werden alle sterben, Krankenhäuser werden die Kapazitätsgrenze überschreiten blabla - einfach mal Fresse halten hilft"
418,"@deichkind101 Keine Ahnung und große Fresse ist ne schlechte Mischung. 

https://t.co/BHGsPtgolO"
419,@Simon_Says97 @Stormy22855834 @AfDVerdachtfall Habe ich schon. Wurden aggressiv und handgreiflich. Haben dann aber auf die Fresse bekommen und nichts gelernt. Das ist weder die Mitte der Gesellschaft noch die Mehrheit. Die Leute leben in einer auf vielen Unwahrheiten aufgebauten parallel Realität. Und Leute wie Schiffmann und
420,"RT @Heidi6611: @AnAudretsch Sie sind schon eine verdammt hohle Nuss Herr Audretsch🤨Meine Fresse,soviel Blödheit auf einen Haufen erlebt man…"
421,"@s1rko87 @LVB_direkt Boah, da hat es mich auch mal so richtig auf die Fresse gepackt."
422,@Bart1893 @AndelkoL @jmueller_1893 Dir würde ich so dermaßen die freche Fresse polieren
423,@DrOlafBorkner @HerrmannBojo @RandyRaudi @Twitkon1 @neythomas Bitte halt die fresse
424,@scorpiosungf Halt mal deine fresse
425,"@boggy2307 @RaymondOender @stephanweil Wir wissen, Dummheit schmerzt nicht - wenn es so wäre würdest Du den ganzen Tag schreiend rumlaufen. 
Die hetzerische Parole lief übrigens live im TV Du Troll. Wenn man keine Ahnung hat einfach mal die Fresse halten, Du Mädchen."
426,"Wenn du merkst, dass dich keiner mehr ernst nimmt und dir die FRESSE einschläft... : https://t.co/IZnV195WR3 https://t.co/ixi2d4NXuW"
427,"@LyKaNeR10 @h96_fabi @paulger11 @FeinStan @FCErzgebirgeAue Nur bei euch offensichtlich, sieh doch ein dass es scheiße war was du geschrieben hast, meine Fresse"
428,@Zebda2505 @geilemethtante junge halt die fresse und kommentier nichts mehr
429,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
430,"Was mach ich, wenn ich fast platze, aber besser die Fresse halte weil Leuten meine Meinung nicht passt, auf die ich aber angewiesen bin?"
431,@chefdingee Wenn du deine fresse hàlst du alter verschrumpelter fetter Opa &gt;&gt;&gt;&gt;
432,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
433,"RT @sixtus: Ich verrate es Dir, Martin: Wir haben eine Pandemie, und ob Du eine Maßnahme, die Deine Mitmenschen vor einer Infektion bewahrt…"
434,@deutschrap_bars @AltairbuM Hä  wieso direkt mit Halt die fresse antworten??
435,@slawoid @c_lindner hier auf twitter laufen typen rum...unfassbar. beweg deinen arsch setz den stahlhelm auf und hau den russen auf die fresse. der vorteil hier auf twitter wäre: du würdest nicht mehr posten denn ohne kopf gehts kaum. obwohl...wenn ich deinen scheiß hier lese...
436,"Ich höre das waldhof Radio um irgendwas vom spiel mitzubekommen. 

Meine fresse labern die eine scheiße. Das is nimmer feierlich. #betze"
437,@dereineka fresse abu
438,"Aber der Artikel an sich ist ein Witz. Meine Fresse. Ich hoffe, daß er auch als Satire gemeint ist."
439,@jungundwild Zieht den Burschen endlich hoch! Meine Fresse ey…
440,"RT @AlexUpatov: Wenn jemand es dummes schreibt aber niemand tweetet er soll die Fresse halten, hat er’s dann geschrieben?"
441,RT @sch1ld3r5: @cLyppersen @NilpferdNils Kloppenrath &amp; Fresse
442,@susskadse Fresse halten!!!
443,@Cuckoldloser4 @hellokittyh0re 😂😂😂halt die fresse
444,"@dopaminlvl0 Er hat so nen flache Erde tweet gemacht dann hab ich ein bild von snoop dogg gepostet auf dem er ein schild hält wo ""halt die fresse"" draufsteht"
445,Pickel Fresse
446,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
447,"@pflegeazubi1 Meine Fresse, anhand solcher Tweets zeigen linkes Gesocks nur wie unterentwickelt Linke sind! Für die gibt es nur rechts oder links wie im realen Leben wohl nur schwarz oder weiß! Muss ein ziemlich langweiliges und eintöniges Leben sein, von linken Hohlkörpern!🤣"
448,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
449,@pvpady @abdulIahfdt @Lukas73481 halt deine fresse du hurensohn
450,"@Karl_Lauterbach Halt deine Fresse, du PSYCHO!"
451,@iqbZlUSGwbX0B39 @The_CoinBlock fresse
452,@lauraarpx @JohnSaviic @arnehunter Bitte halt einfach die fresse mit so unlustigen drecks edgelords wie dir hab ich schon so oft geredet und ihr seit einfach immer zu beschränkt einzusehen das ihr etwas gemacht habt was nicht klar geht
453,@martiskn @twbatu7 @Zebda2505 @alboellsen Ist halt peinlich wenn man sich das bei mir traut aber wenn zwei schwarze Typen vor ihm stehen hätte er die fresse gehalten. Aber Hauptsache man nennt sich (anscheinend) noch muslim obwohl man mehrfach mit einer Schwester im Glauben die man nicht mal kennt so umgeht 😍 ayip
454,@JuiceLoL2 @nichtericrubber Bitte halt deine fresse
455,@nuralinka @6urps halt die fresse
456,RT @Paddy87FCB: Ist Matthäus neuerdings ein Berater von Süle oder irgendwie mit ihm verbandelt ?! Meine fresse wie er auf dem Süle Transfer…
457,RT @Paddy87FCB: Ist Matthäus neuerdings ein Berater von Süle oder irgendwie mit ihm verbandelt ?! Meine fresse wie er auf dem Süle Transfer…
458,@meltemistmuss Mädchen halt einfach die Fresse
459,"@xjennyan Das einzige was hier hässlich ist, ist der Charakter solcher Menschen. Ich frag mich wo das gute alte ""einfach mal die fresse halten"" hin ist"
460,@MarcoBuschmann Halt doch einfach mal die Fresse Du Dummschwätzer.
461,Ist Matthäus neuerdings ein Berater von Süle oder irgendwie mit ihm verbandelt ?! Meine fresse wie er auf dem Süle Transfer rumreitet. https://t.co/o17OY1mXpo
462,"@CrackRussel912 @ginawyld Es gibt eine Vielzahl an Usern die nichts über sowas tweeten und auch nicht solche Fotos posten und trotzdem solche dms kriegen, natürlich provoziert ihr content das aber meine fresse du stellst es so dar als wäre es ihre Schuld"
463,@Reezy999 halt die fresse komm 1v1 creative
464,"RT @yflexn0: ey aber scheiß egal wie fight war, dieser 12 jährige den man ganze zeit hört der die ganze zeit seine stimme verstellt und irg…"
465,@JayceSpam Halt die fresse du hs
466,@ClausFreckmann @tazgezwitscher @BMG_Bund @MKreutzfeldt @Karl_Lauterbach Lass dich impfen und halt die Fresse.
467,RT @yelen_isa: @Michael47133904 @Teddysixtynine2 Ist das ein Affe. Meine Fresse. Eine Antwort wie zum Beispiel Ja oder Nein gibt es in der…
468,"@Caethan13 All diejenigen die sich jetzt noch anschicken diesen Tweet zu kritisieren möchte ich sagen, obwohl ich sonst die Gabe der gewählten Formulierung besitze: haltet dich einfach die Fresse."
469,"RT @sixtus: Ich verrate es Dir, Martin: Wir haben eine Pandemie, und ob Du eine Maßnahme, die Deine Mitmenschen vor einer Infektion bewahrt…"
470,@honestmf_ halt die fresse wenn du keine ahnung von sachen hast
471,RT @yelen_isa: @Michael47133904 @Teddysixtynine2 Ist das ein Affe. Meine Fresse. Eine Antwort wie zum Beispiel Ja oder Nein gibt es in der…
472,@defvuIt ich gestern als ich auf die fresse geflogen bin
473,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
474,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
475,"RT @_azra25: halt die fresse, wenn du „den“ und „denn“ nicht unterscheiden kannst"
476,ich hab gesagt halt die fresse und hab tab geschlossen
477,@kurdishmashup @8unn13_ @mastmobil @erstbesitza @JawHemos halt mal deine fresse jetzt
478,"RT @TeamKalle: Arm, trotz 40 Jahren Schufterei. Hinzu kommen Millionen Kinder, die in unserem Land in Armut aufwachsen. Da habt ihr einen G…"
479,@lilfabi999 @lycheepurin @mokapuffshop @tschougl Halt die fresse
480,"Mein Rücken ist keine Mailbox.
Wenn du mir was zusagen hast
Dann sag es mir ins Gesicht oder 
halt die Fresse."
481,RT @Emil781: So nochmal an die ganz schwachmatten...Liebe mein land meine Kultur und bin kein NAZI Und wer das von mir denkt soll die fress…
482,Attraktiv wenn er die fresse hält
483,"@DieletzteTuer @BerlinGestalter @BILD Shithole Berlin. Die ganzen Städte verkommen zu Ghettos jeglicher Art. An den Herrn @BerlinGestalter - Die Muckibuden Trolls gestalten längst das Nachtleben - die Restdeutschen passen sich an oder bekommen auf die Fresse - simple Fact. Trans, Gender &amp; Co. sind bei denen OUT ☝️"
484,"@ebonyplusirony Ich konnte das gestern kaum ertragen. Leute die nicht betroffen sind von Rassismus sollten öfter mal, sorry, die Fresse halt. 
Es steht ihnen einfach nicht zu darüber zu urteilen. 
Sie können fragen und zuhören. 
Sie können dagegen eintreten und Solidarität zeigen. Es ist zum 🤮 https://t.co/0Psf15iasR"
485,"@BlakesWort @Friedemann1 ☝️🤝Unabhängig davon,dass diese Typen Falschinformationen verbreiten, finde ich es sowieso erbärmlich,wenn sie andauernd um Todesfallzahlen streiten,um Pandemie und Maßnahmen zu relativieren.

Waaarn ja gaaar nicht soviele Tote!
Meine Fresse, genau das war das Ziel."
486,@dereineka @keinplanamk12 @freekirgiztan @russkiikanak @Crackhaze @Mrsisternikkah ah jetzt haben wir große fresse jaja
487,Halt die Fresse ich will keinen Sex ich will das Marilyn Manson Malbuch https://t.co/HrwSQ4FD0h
488,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
489,"RT @Dok_Wu: Wenn du für Hackepeter im Kopf und das Recht auf Ansteckung anderer demonstrieren gehst, bekommst du im Zweifelsfall von Polizi…"
490,@AnjoGenow Meine Fresse! Da fällt mir nix mehr ein ! 🤦🏻‍♀️
491,"@burk_hofmann @ZWirtschaft Vllt in Kombination mit „Fresse“.
Hör mal, Bratkartoffel…"
492,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
493,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
494,RT @Emil781: So nochmal an die ganz schwachmatten...Liebe mein land meine Kultur und bin kein NAZI Und wer das von mir denkt soll die fress…
495,@sIeepboycarti @m7chail bitte halt die fresse
496,"RT @MuiseLarie: Soooooo geht es zig Familien. Wir wollen ja schon gar nichts mehr außer unsere Ruhe. Meine Fresse. Ruhe, wir sind Todgekämp…"
497,"RT @DrWaumiau: ""DAS GESUNDHEITSSYSTEM WAR NIE ÜBERLASTET!!!""

Ja, weil die Maßnahmen gewirkt haben, du Pausenaugust! Das nennt man Präventi…"
498,"RT @Dok_Wu: Wenn du für Hackepeter im Kopf und das Recht auf Ansteckung anderer demonstrieren gehst, bekommst du im Zweifelsfall von Polizi…"
499,"RT @Dummokratie: @SHomburg @Markus_Soeder wenn er was gegen Fake News tun will, soll te er selbst die Fresse halten - ich erinnere an seine…"
